text;class
обеспечит наличие пакетов в магазине .;Товар
Не очень понравилось то что сотрудник не открыл упаковку ничего не проверил;Товар
Доставка очень огорчила, в процессе транспортировки было испорчено мое имущество - поцарапана стена и глубокая царапина на стиральной машинке.;Доставка
"Сотрудники Товар не проверили при покупке. Сослались на отсутствие ответственных сотрудников. Сказали ""вон стол - проверяйте"". КАК можно самостоятельно проверить на столе микроволновую печь, если как минимум для проверки её работоспособности нужно поставить туда стакан воды?!";Товар
 Отвратительный магазин с маленьким ассортиментом ;Товар
Расстроилась что покупку чтоб куда-то положить, надо купить пакет у них же, бесплатных нет.;Товар
При оформлении заказа обещали, что диапазон доставки сделают с 18:30 до 20:00, а по факту в 16:00 позвонил экспедитор и сказал что в течение часа привезет товар и ему все равно какой у нас выбранный диапазон_x000D_;Доставка
заказ не собран, продавцы никуда не торопятся;Доставка
Нет сотрудников на выдаче.;Магазин
Не соответствует фото и характеристикам;Товар
Товар не проверили, менеджер не проверил товар, предложил провести проверку самостоятельно. В этот момент еще несколько покупателей проводили проверку товаров, и практически весь стол где можно было осуществить проверку был занят. ;Товар
"Но товарищ который был на зоне выдачи интернет заказов 0!_x000D_
В магазин провели 40 минут из за отсутствия какой либо компетенции или знаний сотрудника!";Магазин
 духовой шкаф просто запаян в пленку. Пока его несли до квартиры из службы доставки, пленку прорвали.  Вещь не дешевая и можно было упаковать получше, а не просто в целлофан, который моментально рвётся. Впечатление от покупки полностью испорчено!;Товар
Доставили раньше срока, это отлично, но т.к. я из области приехать к сроку выдачи заказа не мог, а билеты на поезд были уже куплены,  продлить срок хранения только на одни сутки. Спасло то, что есть знакомый человек в городе, который смог получить заказ.;Доставка
Без моего уведомления отменили заказ. Заказ был оплачен, но доставка которая была назначена на этот день не уточнила время доставки и звонила как я понял по разговору с курьером уже у дома. Но я отсутствовал на этом адресе. потом далее заказ был отменён, но со мной повторно никто не связался;Доставка
Курьер за час до приезда не позвонил;Доставка
Сотрудники навязывали доп услуги, и грозились заблокировать бонусную карту;Магазин
Консультантов в зале надо искать с собаками! ;Магазин
Долгое ожидание выдачи товара ;Доставка
 я заказывал самовывоз из одного магазина, в итоге наушники привезли в другой магазин, час жизни в пробке потерян.;Доставка
Проверять товар;Товар
 при подъеме на этаж уронили посудомойку, потом уронили в квартире холодильник.   Пенопласт резлетелся в обоих случаях.    ;Доставка
Очень долгая доставка со склада в магазин!;Доставка
Оплаченный товар снили с резерва! он же оплачен был!!! спасибо службе поддержки восстановили.  Больше ничего у вас брать не будем;Доставка
Пришла смс о готовности, но приехав в магазин не могли найти товар. Получается заказ был не собран и не готов к выдаче. Минут 20 ожиданий и мне выдали долгожданный заказ. Сервис хромает...;Доставка
Продавец (кассир)  Грубо ответила где искать код подтверждения.Возвращаться желания нет!;Магазин
Маленький ассортимент видеорегистраторов;Товар
Ужас , курьер все выкинули и свалили , даже не дали все проверить и посмотреть;Доставка
некомплектно;Товар
Проверить телевизор соазу не получилось, т.к. он весь день проездил в автомобиле при минусовой температуре.;Доставка
"Консультанты и операторы колцентра не знают про окончание акций... Рекомендуют преобрести товар и получить 10% кэшбек. А после оплаты говорят ""к сожалению вам ничего начислено не будет""";Магазин
Очееееееень долгая доставка;Доставка
"Ждал продавца 30 минут пока он гулял по залу _x000D_
Жалобную книгу дать отказались";Магазин
Нет претензий кно вот горячая линия и чат -это настоящий швах(( просто 0, Смотрят, но не видят, не в курсе, не перезванивают, дают неактуальные сведения. ;Магазин
Приехал за заказом а его не окопалось в наличии;Доставка
Неоднократно переносилась доставка, как итог чуть меньше месяца….;Доставка
"Во первых огромная очередь и ожидание 20 минут в ней. Кассир не нашла товар из моего заказа, решила пробить чек и протянула его мне, не отдав товар. На мои возмущения, что как вы без товара пробили чек, сотрудница мне хамила и попросила постоять в стороне, пока она будет искать товар. _x000D_
Этот случай нарушение закона прав потребителей, я, клиент, не видел товар и не проверил его, а чек мне уже выбили и попросили ждать в стороне. Первый раз с таким сталкиваюсь. Ужасное отношение к клиентам";Магазин
" искала консультанта в зале кто мне покажет где я смогу посмотреть заказанный мной принтер. _x000D_
Никого не нашла";Магазин
Товар пришел повреждённый (помята боковая стенка);Товар
Доставляли в Спб, заставили оплатить стоимость доставки в Лен.область. ;Доставка
На товары с витрины можно и скидки делать;Товар
а ну и пакетик 22руб стоит когда в маке такой бесплатно дают;Товар
 изначально водитель уехал не по адресу;Доставка
Заказ очень плохо упакован, был просто передан курьеру, без пакета или какой-либо защиты;Товар
Не смог принять в то время в которое собирался приехать курьер. Хотел забрать в магазине, в итоге просто отменили заказ. В итоге отмена👍;Доставка
Колонка грязная и пыльная.;Товар
Заказ привезли частично;Доставка
Цена, даже с баллами оказалась высокой, притом что это был витринный образец;Товар
Прошу указывать, если товар с витрины. Пришлось ехать повторно, т.к. первый раз витринный экземпляр не устроил;Товар
Платная доставка должна происходить когда удобно мне, а не доставщикам. Делайте доставку бесплатную и доставляйте когда вам удобно.;Доставка
Гладильная доска пришла некомплектная, нет пластмассовых ножек;Товар
Посылка шла 22 дня! 4 дня назад пришло смс от МВидео, о том что заказ отменен;Доставка
Пылесосу сутки. Пыль собирает хорошо,влажную уборку не использовали и не планируем, но беда в том,что он за 10 минут ,4 раза сказал,что застряло левое колесо, хотя он то в ножку стола уперся,то в колонку,то в дверь, место есть, выехать может свободно.  Уборка с такой ошибкой конечно не возможна, ведь он сбрасывает построенную карту и начинает пылесосить по новой.;Товар
холодильник который нам уже везли НЕТ В НАЛИЧИИ. Начали предлагать другой холодильник. В итоге отказ от покупки, далее заказывать тут ничего не будем.;Доставка
Никак она не прошла. Так как доставку отменили и перенесли на другой день из за сломанного оборудования. Со мной обещали связаться и уточнить новый день доставки но этого так и не произошло.;Доставка
сделайте мне возврат за эту несуществующую доставку платил Я, пришла обычная бесплатная доставка на следующий день!!! ;Доставка
Витринный образец оказался с браком (одна из комфорок была сильно стерта). Кассир пообещала дать скидку, но по факту сделать её не смогла, так как учитывались бонусные рубли. В итоге пришлось купить товар ненадлежащего вида без скидки. ;Товар
 Видимо, курьер позвонил в 18.00-18.20, тк в 18.21 мне пришло сообщение, что заказ отменен. Я нахожусь за пределами России, и вставила сим-карту сразу после звонков курьера, по-видимому. Пришлось отменить заказ. ;Доставка
 Батарейки искали 30 минут 4 сотрудников! Все лежит в куче, как попало. Товар не отсортирован по заказам, ничего не подписано, смс приходит, что заказ собран, но заказ не собран! На полках бардак, все товары перемешаны;Доставка
Срок доставки оказался больше ожидаемого, а потом еще доставка была перенесена на еще более позднюю дату;Доставка
То что товар был с витрины я знала. В большинстве магазинов за такие промахи делают небольшие скидки в виде 2-5% от стоимости.;Товар
Оператор ( тел. 8-800...) ошибся и суммировал мне скидку «Гарантия лучшей цены» и списание имеющихся у меня бонусов;Магазин
Вскрыта коробка, товар внутри не упакован, долго не могли найти;Товар
Здравствуйте)Продали витринный экземпляр по полной стоимости!Обидненько в новый то год!Спасибо м.видео ))Счастья и процветания));Товар
Раньше всегда упаковывать покупку в пакет, сейчас пакет пробивают отдельным чеком;Товар
Половина нет в наличии ;Товар
 Срок доставки был установлен - 18.01.22. Затем, товар завис... и после пары звонков на горячую линию м-видео, срок доставки был перенесен на 20.01.22;Доставка
Витринный образец, не предупредили;Товар
Такого отношения к покупателю я ещё не встречала, был заказ онлайн, пришло сообщение, что всё готово, приехали с другого города, чтобы забрать в итоге, ни чего не подготовлено, стоит одна колонка, самое, что напрягло, что даже пыль с неё не соизволи обтереть тк выставочный был образец, при мне пошли искать коробку и комплектующие, и это называется сервис?;Товар
 Просьбу позвонить за час, так как по адресу доставки никто не проживает, просто проигнорировали. Курьер позвонил и сказал, что будет через 5 минут. ;Доставка
Персонал кто на кассе хамят, кассиров всего один, остальные где говорят спросите у себя. Просто ужас.;Магазин
в поле адрес не нашел при заполнении детали: этаж, домофон и тд. курьер очень долго звонил и искал квартиру.;Доставка
Доставка была задержана.;Доставка
Очень долгое ожидание при выдаче заказа в магазине;Доставка
В двух магазинах был последний витринный образец. При заказе этого не видно, только после того как он готов к выдаче.;Товар
Доставку заказа я оформила в одно отделение почты, которое, как мне сказали, больше не выдает посылки, поэтому получать пришлось совершенно в другом, ужасно неудобно туда добираться. Если б я знала, выбрала бы другой пункт выдачи. Или магазин.;Доставка
нужный день не смогла получить заказ из-за огромной очереди. Забрала в другой день.;Магазин
 Очередь большая скопилась, много негатива и никто не мог дать ответ. ;Магазин
Колонки бракованые, необходима замена;Товар
Курьер позвонил в 10 утра вместо с 16 до 22 указанных, благо дома было кому принять товар;Доставка
В зоне выдачи отсутствуют бесплатные пакеты, для упаковки оплаченных заказов. Приходится платить за пакет, что раздражает.;Товар
Второй раз уже заказываю товар, которого нет в наличии и узнаю об этом в день доставки.;Доставка
сотрудник хам;Магазин
Здравствуйте. Очень не довольна вашей работой. Просто вообще в большом шоке. Сделала заказ 26 февраля, оплатила его полностью и доставку то же. Должны были доставить товар 11 марта с 16.00-19.00 А в 13.30 в личном кабинете появляется сообщение, что оплаченный мной товар не доставлен и вообще отменён. ;Доставка
Товар не был готов к выдаче (принесли с полке в пыльном состоянии, попросил протереть на что мне ответили я выдаю товар а не протираю.) я понимаю что товар витринный но всё же товар должен подготавливаться к выдаче и как минимум протираться и если нет коробке то предлагать пакет для переноски его. В общем сервисом обслуживания не доволен. ;Товар
Звоню на горячую линию, на что оператор говорит, что у вас доставка заказа на 17 число. почему вместо того, чтобы разобраться почему у меня нет смс, оператор несёт какой-то бред?;Магазин
При оформлении доставки стиральной машины нам сказали, что поднимают на любой этаж, даже без лифта. Выгрузили машину на пороге и на просьбу поднять ее на второй этаж внутри квартиры наотрез отказались;Доставка
Пыльная коробка;Товар
курьер не давал проверить чайник в работе;Доставка
Проверять товар перед доставкой. ;Товар
Ужасное обслуживание , как всегда в этом магазине хамство;Магазин
Совершенно не понравился ремешок.  на кожу совершенно не похоже. Если сравнить с хорошим кожаным ремнём - небо и земля. ;Товар
Организовать выдачу оплаченных интернет-заказов  без хамства кассира на выдаче.;Магазин
Отвратительный сервис! Оформили заказ онлайн + платная доставка.  При платной доставке, пришлось везти заказ самим! ;Доставка
Проверяйте товар перед доставкой клиенту.;Товар
Заказ к выдаче был не готов, ожидала около 20 минут, искали все это время. ;Доставка
Долгая доставка. Как будто из Китая везли.;Доставка
 нашли, правда на витрине прям и не предупредили, что витринный образец. Скидку никакую не сделали. ;Товар
Трижды не могли доставить заказ в полном объеме.;Доставка
витринный образец = б/у, без скидки  потерянное время!;Товар
Оказался витринный образец, при оформлении заказа нигде это не указывалось;Товар
Не было в наличие кофе латте;Товар
заказ в одностороннем порядке отменили, никто не звонил, что отменили увидела чисто случайно. Сп;Доставка
Назойливые консультанты. Очень настойчиво, в течение 7 минут предлагали, буквально заставляли, оформить дополнительную гарантию. При том, что им было сразу в этом отказано. Понятно, что им нужно продавать доп услуги, но давить на клиента во время продажи, не очень клиентоориентировано. В следующий раз подумаю, идти в мвидео, или в другую сеть.;Магазин
При получении пришла половина заказа.Но меня никто не поставил в известность,не извинился,как будто так и надо и второй части заказа просто не было.;Доставка
Научите персонал компетентности...личную неприязнь и высокомерие на работе-как минимум отсутствие профессионализма не смотря на высокую должность...всегда нужно оставаться ЧЕЛОВЕКОМ!!!!;Магазин
Заказ не был доставлен вовремя. Хотя специально была выбрана платная доставка.;Доставка
 на горячей линии оператор не владеет информацией звоню каждый час результат отрицательный;Магазин
Чтобы оплатить заказ, необходимо было самим искать консультанта и кассира. Количество консультантов в данном магазине требует увеличения.;Магазин
С точки зрения качества покупки, вопросов нет, но с доставкой вышла неприятная заминка. Курьер позвонил в 14.00, предупредил, что будет через час. По факту приехал почти через 2 часа. В итоге, дальнейшие планы были нарушены.;Доставка
Доставка забыла предупредить за час о том что приедут. Приехали и сразу позвонили. Но я пропустил звонок. Я перезвонил через 1 час 15 минут и мне заявили что мы стояли у шлагбаума и уехали так как нам никто не открыл;Доставка
Прошу удлинить сроки выдачи заказа. Я столкнулась с тем, что в связи с тем, что заказ доставили раньше оговорённого дня, срок выдачи ограничили тремя днями. Я в это время отсутствовала в стране и просила продлить срок ожидания до 2 дней дополнительно. Мне в этом отказали, мотивировав тем, что не могут дать больше одного дня, тем самым создав мне неудобства;Доставка
Мятая упаковка как будто секонд хенд;Товар
 Персонал хамло  !;Магазин
Заказ не был доставлен,,,, так ка логист дал не тот адрес,, на другой конец города;Доставка
 Время выбранное на сайте не соответствует реальному времени доставки. И курьерская служба понятия не имеет крайнее время доставки купленного товара. Должны были привезти до 16-00. За час позвонить. В 15-38 я позвонил в коллцентр, и мне пояснили что вообще то доставка выбранная на сайте - примерная. А фактическая до 22-00. Так почему на сайте про это не сказано????;Доставка
ставят перед фактом что «ну вы знаете же да товар с витрины» нет не знаю ! Я его заказала не с витрины ;Товар
Частично не было заказа;Доставка
 Заказала доставку с 16:00 до 22:00, так как рабочий день заканчивается в 16:00. Курьеры начали звонить с 10:00 утра, просили приехать пораньше, так как они уже ПРИЕХАЛИ!;Доставка
Заказ не выполнен (выполнен частично);Доставка
Интернет заказ не подготовили к выдаче, в следствии чего пришлось долго ждать выдачи товара.;Доставка
звоню сам куча разных отмазок, а то что мы дома сидеть должны весь день и ждать звонка - это нормально, позвоните предупредите чтобы мы не ждали и всего то, переназначили доставку на 5 число посмотрим как в этот раз доставят;Доставка
 Хамское и высокомерное поведение сотрудников. Спорят с клиентом о вещах которые сами не понимают, прикрываются менеджером который сам двух слов связать не может, но которому хоть хватило ума не спорить с клиентом, а просто удовлетворить просьбу клиента проверить целостность товара при получении. ;Магазин
Не занесли на второй этаж,сказали не влезет;Доставка
Подошел к охране, попросил пригласить сотрудника, на что я получил дерзкий ответ ждите!!!!_x000D_;Магазин
 уточнить информацию у сотрудников затруднительно, т к их либо нет, либо им некогда.;Магазин
Курьер не захотел подниматься в квартиру, просил спуститься к подъезду;Доставка
"УЖАС. _x000D_
Операторы горячей линии и менеджеры по телефону НЕ КОМПЕТЕНТНЫ!!! Все давали разную и противоречивую информацию. _x000D_
";Магазин
Заказал ТВ доставкой, проверил-обнаружил брак подсветки. В магазине сказали это такая особенность.;Товар
Товар предложили в таком же виде что и лежал на прилавке. Пыльный очень! В итоге пришлось вытирать самому;Товар
В заказе экспресс-доставка до квартиры, адрес указан правильно. Однако курьер не поднялся до квартиры. Ссылаясь, что у него в заявке указан только дом. ;Доставка
 Когда же привезли покупку,грузчик отказался поднять товар на 2 жтаж. ;Доставка
Доставка ужасная, позвонили что будут через час. Прождали в итоге 3 часа, еще и трубку не брали. Менеджер тоже не мог дозвониться до водителя.;Доставка
ассортимент никакой, выбрать не из чего!!!!!;Товар
Вторая попытка доставки -  и все для того, чтобы сообщить, что из-за отсутствия грузового лифта (о чем я сообщал менеджеру магазина при заказе) подъем вручную на этаж невозможен. ;Доставка
Товар поврежден;Товар
не адекватная стоимость доставки-очень дорого !!!;Доставка
Кроме того, не предусмотрено частичное принятие груза. Из-за того, что пришлось отказаться от холодильника, пришлось отказываться и от всего остального.;Доставка
Кассир хамло,первая покупка в вашем магазине и наверно последняя;Магазин
навязывались Доп. Услуги;Магазин
 в результате длительных переговоров с мененджерами(один так просто стал хамить),переоформили заказ;Магазин
Разочарован покупкой, в описании машины указано что готовит и Латте и капучино а по факту только эспрессо. Цена очень завышена, часто с машиной происходят разные аномалии, то капсулу зажуёт то ещё что. Не советую покупать эту машину. Как будет время повезу ее на обмен;Товар
"Очень долго длилась доставка. Без объяснения причин задержки._x000D_
Должны были доставить 26 апреля, а доставили 10 марта._x000D_
Очень медленно, и, главное, без извинений и объяснения причин._x000D_
Просто нет и всё!_x000D_
Очень не красиво!";Доставка
курьер настойчиво отказывал мне в праве проверить работоспособность техники в то время как сам требовал чтоб я подписал чек в котором сказано что техника в рабочем состоянии и осмотрена.;Доставка
Доставщики не аккуратные.;Доставка
Выбирал на сайте, полагаясь на информацию там же.. но характеристики телевизора на сайте не соответствуют истине.. в итоге, привезя телевизор домой и распаковав его, остался разочарован.. ужасно.. купил совсем не то, что хотел..;Товар
Первый момент, я понимаю, что сотрудники должны предлагать дополнительное по или аксессуары, но грань тоже надо понимать. Когда я ответил что кроме ноутбука мне ничего не надо стоило бы и прекратить навязывать мне услуги.;Магазин
Включают в чек дополнительные позиции (вроде платных подписок). Нужно проверять чек не отходя от кассы.;Магазин
Просто УЖАС!!!!     Указали в доставке, что у нас 2 этаж. Но доставщик отказывался поднимать стиралку наверх по причине того, что в частных домах подъем на этажи не осуществляются. ;Доставка
пластиковая палка электризуется, поэтому к ней всё (совсем вся пыль, шерсть, волосы) прилипает с наружи толстым слоем. пылесос орёт, свистит, пытается пылесосить то, что не прилипло на палке. Это нельзя производить, и продавать.;Товар
Привезли замотанный витринных образец, хотя выбирая, смотрел, чтобы такого не было. Отвратительное обслуживание;Товар
Привезли не тот товар;Доставка
Пакеты можно бесплатно предлагать своим клиентам. 15р за пакет, слишком много и это прошлый век предлагать купить клиенту пакет. Нужно быть более клиентоориентированными;Товар
Служба доставки: позвонили за 1 час до предполагаемого времени доставки, по факту приехали через 3 часа!;Доставка
Доставка никакая!  На горячей линии специалисты говорили что возможно выбрать удобное время, у самого же курьера уже расписан маршрут и звонят они предупреждают за час. А если я все дни на работе?!;Доставка
получил бракованый товар;Товар
Упаковка была вскрыта;Товар
Качество обслуживания на 0.  Кассир нагрубила мне.;Магазин
Заказ должны были доставить в течении 2 часов, в результате пришлось ехать самому, на следующий вечер, хотя и заказ и доставку я оплатил сразу;Доставка
"Товар не соответствует описанию в приложенной инструкции, а именно:_x000D_
В описании сказано, что у плиты есть криль (да он по факту есть), в инструкции указано, что в комплекте идёт вертел (а значит у плиты есть и привод для вращения этого вертела, что в полное логично), так вот, вертела в комплекте нет, и даже если бы он был, у плиты отсутствует сам привод, не предусмотрена данная функция, хотя изучая инструкцию приходишь к другому выводу! Отсутвие привода и вертела, серьезно сокращает возможности самого горился, выбирали плиту именно ориентируясь на наличие не только гриля но и вертела с приводом...._x000D_";Товар
Добрый день, должна была присутствовать бесплатная доставка;Доставка
Не понравилось навязывание не нужных услуг и страховок которые повышают цену товара;Магазин
"за чем -то подошел охранник в конце покупки и потребовал чек , мотивирую тем что ходили по залу? вы законы почитайте ! с какого перепуга я должен кому-то что-то доказывать ??? или вы считаете меня вором ! так вызывайте полицию ? или не пускайте в магазин - хотя тут вы тоже нарушите закон ! так замечательно настроить продажи и так ""обгадить"" в конце, что испортили впечатление от всей сети !";Магазин
В этот раз очень недовольна . Отменили часть заказа , об этом не было никакого оповещения , когда и как вернут деньги непонятно .;Доставка
В этот раз сложилось крайне отрицательное мнение о вашем магазине, благодаря продавцу-хамке Арине (фамилию не помню, на букву П).  Сегодня Арина вылила на меня ушат помоев, переходя на крик;Магазин
Супер доставка, вместо 1 дня - доставляли 10. В пределах одного города;Доставка
Пожалуйста, сделайте время доставки интервальным! Люди работают, а не сидят весь день дома, поэтому оповещать о доставке за ЧАС - это странно. Где здравый смысл? МВидео - первый магазин в моем опыте, когда так откровенно запорота клиентоориентированность. ;Доставка
Грубый охраник;Магазин
 Менеджер сказал, что товар перед выдачей в магазине не проверяют. Испорченное настроение и потерянное время.;Товар
Предложили перенести доставку на другой день или неделю.  ;Доставка
Все вокруг грязное и пыльное, включая мою коробку, которую я забирала.;Товар
Хамство и недоброжелатнльность персонала;Магазин
Мне жаль, что Вы наплевательски относитесь к своей работе, технику перед продажей необходимо проверять, и бракованную снимать с продажи.;Товар
 заказ по итогу оказался не собран. Итого от момента получения талона _x000D_до выдачи товара прошло 40 минут;Доставка
 нужно перед отправкой проверять комплектность.;Товар
Очень шумный. Не понравилось, что фильтр ничем не закрыт, а сразу же забивается мусором. Чистить очень сложно. Боюсь, как пишут на пол года срок службы, его не хватит. Сколько будет стоить сменный фильтр, еще не знаю.;Товар
Экспресс доставка - это не когда покупатель едет сам за товаром в магазин!!!;Доставка
Покупался холодильник для мамы. Очень расстроилась. На сайте указаны не точные габариты, на самом деле меньше. ;Товар
Товар не удовлетворил по характеристикам. ;Товар
Коробка мятая, пыльная, внутри пыль;Товар
На сайте ложная информация о технических характеристиках телевизора. Из за отсутствия заявленного гнезда для наушников пришлось докупать переходники и усилители цифрового аудиовыхода. ;Товар
пакет оказался платным и маленьким по размеру,кое как смогли донести заказ.;Товар
Крайне недовольная и на весь мир обиженная кассир, слова не вытянешь, а если и говорит, то с максимально недовольным лицом! Впервые с таким хамством столкнулась, пожалуй МВидео в европолисе никогда больше не выберу, спасибо!;Магазин
Продали бракованный товар, сразу не увидел, что утюг расколот;Товар
В зоне выдачи заказов не было не одного сотрудника;Магазин
Оплатил заказ онлайн,ждал 6 дней...приходит смс,что срок хранения 3 дня...то есть я ждал неделю,а вы можете хранить только 3 дня.пришлось срочно собираться и ехать,потому что потом нет возможности;Доставка
Продавцы не разговорчивые, у всех нужно узнавать всё самой. ;Магазин
Самый ужасный магазин и ассортимент в наличии скудный. ;Товар
Колонка была  с повреждениями.;Товар
дует слабовато, пластик на троечку. ;Товар
Нам выдали не тот товар, который мы заказывали!;Доставка
 Тащили холодильник без использования строп, волочили по лестничным площадкам, мы боялись, что колёса сломают. В квартире поцарапали ламинат. ;Доставка
Насколько раз переносились сроки.;Доставка
Товар оказался с витрины. ;Товар
Некачественная упаковка. Осациация, либо с отвратительной сборкой либо с тем, что её уже распаковывали.;Товар
" Учить их продавать допуслуги, не обманывая покупателя, мол, ""без дополнительного сервисного обслуживания не сработает бесплатная установка"", а просто доказывая их полезность и необходимость. ";Магазин
